lifecycle_stage,module,callable_class,runtime_reachability,responsibility,input_contract,output_contract,identities_read_written,fields_read,fields_added_changed_removed,authority_effect,current_fallback_mode,fail_open_fail_closed,exception_behaviour,concurrency_state_risk,observability,current_test_evidence,verified_defect_or_gap,evidence_reference,severity,confidence,recommended_fix,justification,expected_benefit,behavioural_change_if_fixed,possible_adverse_effect,compatibility_risk,migration_requirement,rollback_approach,tests_required_before_change,acceptance_criteria,suggested_owner_workstream,implementation_order,dependencies_blockers
strategy_registry_execution,core/strategy_candidate_pool.py,build_strategy_candidate_pool,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,dataclass;schema_version;contract,dataclass;schema_version;contract,candidate_id,detected,detected,ranking_authority,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,816,none
strategy_registry_execution,core/strategy_certification/__init__.py,<module>,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,not_detected,detected,evidence_or_transform_only,none_detected,not_verified,no_local_exception_handling_detected,low_static_signal,logger;audit,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,817,none
strategy_registry_execution,core/strategy_certification/audit_log.py,AuditLogger,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,not_detected,detected,evidence_or_transform_only,none_detected,not_verified,no_local_exception_handling_detected,lock,logger;audit,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,818,none
strategy_registry_execution,core/strategy_certification/certification_engine.py,CertificationEngine,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,contract,contract,identity_not_explicit_in_static_scan,detected,detected,executable_or_risk_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,819,none
strategy_registry_execution,core/strategy_certification/certification_errors.py,CertificationInputMissingError,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,not_detected,not_detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,low_static_signal,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,820,none
strategy_registry_execution,core/strategy_certification/certification_errors.py,CertificationValidationError,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,not_detected,not_detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,low_static_signal,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,821,none
strategy_registry_execution,core/strategy_certification/certification_loader.py,DiskCertificationLoader,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,detected,detected,executable_or_risk_authority,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,lock,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,822,none
strategy_registry_execution,core/strategy_certification/certification_models.py,GateResult,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,dataclass,dataclass,identity_not_explicit_in_static_scan,not_detected,detected,evidence_or_transform_only,none_detected,not_verified,no_local_exception_handling_detected,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,823,none
strategy_registry_execution,core/strategy_certification/certification_models.py,StrategyCertificationReport,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,dataclass,dataclass,identity_not_explicit_in_static_scan,not_detected,detected,evidence_or_transform_only,none_detected,not_verified,no_local_exception_handling_detected,lock,reason,NO_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,824,none
strategy_registry_execution,core/strategy_certification/certification_types.py,CertificationState,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,detected,not_detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,low_static_signal,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,825,none
strategy_registry_execution,core/strategy_certification/certification_types.py,GateStatus,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,detected,not_detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,low_static_signal,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,826,none
strategy_registry_execution,core/strategy_certification/eligibility.py,RegistryGate,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,validate;contract,validate;contract,identity_not_explicit_in_static_scan,not_detected,detected,evidence_or_transform_only,none_detected,exception_handling_needs_review,no_local_exception_handling_detected,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,827,none
strategy_registry_execution,core/strategy_certification/evidence_gate.py,EvidenceGate,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,not_detected,detected,executable_or_risk_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,reason;trace,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,828,none
strategy_registry_execution,core/strategy_certification/report_generator.py,ReportGenerator,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,detected,detected,executable_or_risk_authority,none_detected,not_verified,no_local_exception_handling_detected,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,829,none
strategy_registry_execution,core/strategy_certification/risk_gate.py,RiskGate,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,not_detected,detected,executable_or_risk_authority,none_detected,exception_handling_needs_review,no_local_exception_handling_detected,low_static_signal,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,830,none
strategy_registry_execution,core/strategy_certification/statistics_gate.py,StatisticsGate,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,not_detected,detected,evidence_or_transform_only,none_detected,exception_handling_needs_review,no_local_exception_handling_detected,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,831,none
strategy_registry_execution,core/strategy_certification/truth_gate.py,TruthGate,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,not_detected,detected,evidence_or_transform_only,none_detected,exception_handling_needs_review,no_local_exception_handling_detected,lock,audit;reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,832,none
strategy_registry_execution,core/strategy_certification/validation.py,CertificationPolicyValidator,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,validate,validate,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,low_static_signal,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,833,none
strategy_registry_execution,core/strategy_conflict_consensus.py,StrategyConsensusDecision,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,dataclass;schema_version;contract,dataclass;schema_version;contract,candidate_id,detected,detected,ranking_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,834,none
strategy_registry_execution,core/strategy_conflict_consensus.py,StrategyConsensusReport,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,dataclass;schema_version;contract,dataclass;schema_version;contract,candidate_id,detected,detected,ranking_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,835,none
strategy_registry_execution,core/strategy_conflict_consensus.py,build_strategy_conflict_consensus,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,dataclass;schema_version;contract,dataclass;schema_version;contract,candidate_id,detected,detected,ranking_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,836,none
strategy_registry_execution,core/strategy_decay.py,compute_decay,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,trade_id,detected,detected,executable_or_risk_authority,none_detected,exception_handling_needs_review,exceptions_caught_without_clear_observability_static_signal,low_static_signal,jsonl,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,837,none
strategy_registry_execution,core/strategy_eligibility.py,StrategyEligibilityInput,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,dataclass;schema_version;contract,dataclass;schema_version;contract,identity_not_explicit_in_static_scan,detected,detected,ranking_authority,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,838,none
strategy_registry_execution,core/strategy_eligibility.py,StrategyEligibilityDecision,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,dataclass;schema_version;contract,dataclass;schema_version;contract,identity_not_explicit_in_static_scan,detected,detected,ranking_authority,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,839,none
strategy_registry_execution,core/strategy_eligibility.py,StrategyEligibilityReport,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,dataclass;schema_version;contract,dataclass;schema_version;contract,identity_not_explicit_in_static_scan,detected,detected,ranking_authority,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,840,none
strategy_registry_execution,core/strategy_eligibility.py,evaluate_strategy_eligibility,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,dataclass;schema_version;contract,dataclass;schema_version;contract,identity_not_explicit_in_static_scan,detected,detected,ranking_authority,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,841,none
strategy_registry_execution,core/strategy_exit_models.py,ExitPolicySpec,REACHABLE_OR_CONDITIONALLY_REACHABLE,strategy_registry_execution,dataclass;schema_version;contract,dataclass;schema_version;contract,identity_not_explicit_in_static_scan,detected,detected,executable_or_risk_authority,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"strategy_registry_execution emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",strategy_registry_execution,842,none
